TaxonomyID	TaxonomyName	TaxonomyRank	G3825-1.BBH.direct.counts	G3825-1.BBH.direct.percentage	G3825-1.BBH.cumulative.counts	G3825-1.BBH.cumulative.percentage	G3825-1.LCA.direct.counts	G3825-1.LCA.direct.percentage	G3825-1.LCA.cumulative.counts	G3825-1.LCA.cumulative.percentage
1147850	cyanobacterium enrichment culture clone 2_4_2.1.7_F03-T7	species	2	7.92E-05	2	7.92E-05	0	0	0	0
938292	Anaerococcus sp. 9401487	species	2	7.92E-05	2	7.92E-05	0	0	0	0
32003	Nitrosomonadales	order	0	0	56	0.002217556	0	0	0	0
75385	Micropruina glycogenica	species	1	3.96E-05	1	3.96E-05	0	0	0	0
135073	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
575413	environmental samples	no rank	0	0	19	7.52E-04	0	0	0	0
171952	uncultured Dehalococcoides sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1596	Lactobacillus gasseri	species	1	3.96E-05	1	3.96E-05	0	0	0	0
411566	Candidatus Midichloria	genus	0	0	2	7.92E-05	0	0	0	0
91750	uncultured alpha proteobacterium	species	515	0.020393592	515	0.020393592	13	5.15E-04	13	5.15E-04
640205	Pseudomonas seleniipraecipitans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1131006	Limnothrix planktonica CHAB763	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
211124	Pseudomonas sp. S60	species	10	3.96E-04	10	3.96E-04	0	0	0	0
578825	Methylobacterium rhodesianum group	species group	0	0	4	1.58E-04	0	0	0	0
90964	Staphylococcaceae	family	0	0	389	0.015404092	20	7.92E-04	90	0.003563929
213115	Desulfovibrionales	order	0	0	2	7.92E-05	0	0	0	0
871553	Devosia sp. enrichment culture clone ANA-RAS-27	species	1	3.96E-05	1	3.96E-05	0	0	0	0
20	Phenylobacterium	genus	0	0	19	7.52E-04	0	0	0	0
712713	Terrahaemophilus sp. oral taxon G25	species	6	2.38E-04	6	2.38E-04	0	0	0	0
712994	Lachnospiraceae bacterium oral taxon A61	species	1	3.96E-05	1	3.96E-05	0	0	0	0
748770	Dolichospermum	genus	0	0	10	3.96E-04	0	0	1	3.96E-05
1590	Lactobacillus plantarum	species	2	7.92E-05	2	7.92E-05	0	0	0	0
215911	Sphingomonas sp. WH1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
89373	Cytophagaceae	family	0	0	55	0.002177956	8	3.17E-04	22	8.71E-04
70774	Hydrogenophilus	genus	0	0	3	1.19E-04	0	0	0	0
33917	Microbacterium barkeri	species	1	3.96E-05	1	3.96E-05	0	0	0	0
985	Cytophaga hutchinsonii	species	0	0	1	3.96E-05	0	0	0	0
697485	beta proteobacterium 300	species	2	7.92E-05	2	7.92E-05	0	0	0	0
319054	Janibacter anophelis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
22	Shewanella	genus	0	0	3	1.19E-04	0	0	0	0
224756	Methanomicrobia	class	0	0	2	7.92E-05	0	0	0	0
85265	Phaeospirillum	genus	0	0	10	3.96E-04	0	0	0	0
69197	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
85017	Promicromonosporaceae	family	0	0	16	6.34E-04	0	0	0	0
47925	environmental samples	no rank	0	0	518	0.02051239	0	0	13	5.15E-04
170	Leptospiraceae	family	0	0	2	7.92E-05	0	0	0	0
622525	Klebsiella sp. Z4S-246	species	1	3.96E-05	1	3.96E-05	0	0	0	0
No hit			2495191	98.80758863	2495191	98.80758863	2495191	98.80758863	2495191	98.80758863
173362	Brachybacterium paraconglomeratum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1385	Bacillales	order	0	0	857	0.033936522	44	0.001742365	171	0.006771465
1161418	Streptococcus sp. SR5	species	1	3.96E-05	1	3.96E-05	0	0	0	0
413898	uncultured Anaeroglobus sp.	species	4	1.58E-04	4	1.58E-04	0	0	0	0
46913	Devosia	genus	0	0	12	4.75E-04	0	0	0	0
1070065	Myroides sp. 12.2 KSS	species	2	7.92E-05	2	7.92E-05	0	0	0	0
549817	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
909768	Acinetobacter calcoaceticus/baumannii complex	species group	0	0	10	3.96E-04	0	0	0	0
79206	Desulfosporosinus	genus	0	0	1	3.96E-05	0	0	0	0
758608	Acinetobacter sp. EK-I87	species	1	3.96E-05	1	3.96E-05	0	0	0	0
84107	Coriobacteriaceae	family	0	0	9	3.56E-04	2	7.92E-05	4	1.58E-04
543371	Thermoanaerobacterales Family III. Incertae Sedis	family	0	0	1	3.96E-05	0	0	0	0
412054	uncultured Gemmatimonadales bacterium	species	3	1.19E-04	3	1.19E-04	0	0	0	0
29427	Methylobacterium rhodesianum	species	4	1.58E-04	4	1.58E-04	0	0	0	0
38502	Blastococcus aggregatus	species	2	7.92E-05	2	7.92E-05	0	0	0	0
575423	environmental samples	no rank	0	0	10	3.96E-04	0	0	0	0
712129	Actinomyces sp. oral taxon C25	species	1	3.96E-05	1	3.96E-05	0	0	0	0
264251	Cellulosimicrobium funkei	species	1	3.96E-05	1	3.96E-05	0	0	0	0
447825	environmental samples	no rank	0	0	184	0.007286254	0	0	0	0
395519	uncultured Dietzia sp.	species	23	9.11E-04	23	9.11E-04	0	0	0	0
163536	environmental samples	no rank	0	0	31	0.001227575	0	0	0	0
28056	Micromonosporaceae	family	0	0	9	3.56E-04	0	0	0	0
48461	Verrucomicrobiales	order	0	0	4	1.58E-04	0	0	0	0
131498	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
1079830	Pseudomonas sp. P102(2011)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
430695	uncultured Anaerolinea sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
34079	unclassified Cyanobacteria	no rank	0	0	104	0.004118318	0	0	0	0
557870	Arthrobacter sp. DBRL-281	species	1	3.96E-05	1	3.96E-05	0	0	0	0
132329	Lactobacillus sp. L37	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1318	Streptococcus parasanguinis	species	4	1.58E-04	4	1.58E-04	0	0	0	0
988946	Loriellopsis cavernicola	species	0	0	1	3.96E-05	0	0	0	0
447831	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
919	Thiobacillus	genus	0	0	6	2.38E-04	0	0	0	0
336296	Brevundimonas sp. Tibet-IBa1	species	2	7.92E-05	2	7.92E-05	0	0	0	0
180545	Burkholderia sp. SOD-6	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1161	Nostocales	order	0	0	392	0.01552289	2	7.92E-05	41	0.001623568
1206648	Friedmanniella sp. I10A-01996	species	1	3.96E-05	1	3.96E-05	0	0	0	0
80865	Delftia	genus	0	0	2	7.92E-05	0	0	1	3.96E-05
345663	Chryseobacterium greenlandense	species	2	7.92E-05	2	7.92E-05	0	0	0	0
296825	uncultured Opitutus sp.	species	6	2.38E-04	6	2.38E-04	0	0	0	0
111746	environmental samples	no rank	0	0	14	5.54E-04	0	0	0	0
1158106	Phormidium cf. animale CCALA 761	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
262	Francisella	genus	0	0	10	3.96E-04	0	0	0	0
259308	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
1198671	Scytonema sp. VBCCA '03 001'	species	2	7.92E-05	2	7.92E-05	0	0	0	0
188709	Thermotogaceae	family	0	0	9	3.56E-04	0	0	0	0
28108	Alteromonas macleodii	species	2	7.92E-05	2	7.92E-05	0	0	0	0
170652	Vibrio brasiliensis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
165185	uncultured Eubacterium sp.	species	9	3.56E-04	9	3.56E-04	2	7.92E-05	2	7.92E-05
1212	Prochlorales	order	0	0	3	1.19E-04	0	0	0	0
1136006	Halobacillus sp. SDT3S18	species	2	7.92E-05	2	7.92E-05	0	0	0	0
191769	Marinilactibacillus	genus	0	0	7	2.77E-04	0	0	0	0
543035	uncultured Desulforhabdus sp.	species	22	8.71E-04	22	8.71E-04	0	0	0	0
1082936	uncultured Aerosphaera sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
134232	environmental samples	no rank	0	0	219	0.008672227	0	0	39	0.001544369
1124597	Magnetococcus marinus	species	0	0	1	3.96E-05	0	0	0	0
293088	Martelella	genus	0	0	1	3.96E-05	0	0	0	0
848	Fusobacterium	genus	0	0	36	0.001425572	13	5.15E-04	14	5.54E-04
459261	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
87801	uncultured gamma proteobacterium SA28	species	1	3.96E-05	1	3.96E-05	0	0	0	0
978036	Capnocytophaga sp. 24c	species	2	7.92E-05	2	7.92E-05	0	0	0	0
31979	Clostridiaceae	family	0	0	435	0.017225656	0	0	5	1.98E-04
460510	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
55	Polyangium	genus	0	0	1	3.96E-05	0	0	0	0
1131233	Pseudomonas sp. IARI-S-11	species	1	3.96E-05	1	3.96E-05	0	0	0	0
353795	uncultured Sporosarcina sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
517604	uncultured Gracilibacter sp.	species	12	4.75E-04	12	4.75E-04	0	0	0	0
217201	Terrahaemophilus	genus	0	0	11	4.36E-04	3	1.19E-04	7	2.77E-04
1045271	Chryseobacterium sp. NW121	species	1	3.96E-05	1	3.96E-05	0	0	0	0
568214	Marihabitans	genus	0	0	1	3.96E-05	0	0	0	0
165436	uncultured Flavobacteriaceae bacterium	species	9	3.56E-04	9	3.56E-04	2	7.92E-05	2	7.92E-05
600320	Methylobacterium sp. 1c.5	species	2	7.92E-05	2	7.92E-05	0	0	0	0
219962	Mycobacterium sp. N661	species	1	3.96E-05	1	3.96E-05	0	0	0	0
935203	Streptococcus sp. ST 991	species	7	2.77E-04	7	2.77E-04	0	0	0	0
271060	uncultured Lysobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
12916	Acidovorax	genus	0	0	10	3.96E-04	3	1.19E-04	3	1.19E-04
577469	Demequina	genus	0	0	1	3.96E-05	0	0	0	0
418409	Anabaena oryzae	species	0	0	1	3.96E-05	0	0	0	0
555080	Jannaschia sp. psc3	species	1	3.96E-05	1	3.96E-05	0	0	0	0
866708	Pseudomonas sp. RK09	species	1	3.96E-05	1	3.96E-05	0	0	0	0
652974	cyanobacterium OU_20	species	65	0.002573949	65	0.002573949	0	0	0	0
574975	Holophagales	order	0	0	29	0.001148377	0	0	0	0
913	Nitrobacter winogradskyi	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1151541	Campylobacter sp. canine oral taxon 283	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1598	Lactobacillus reuteri	species	3	1.19E-04	3	1.19E-04	0	0	0	0
713636	Gallionellales	order	0	0	4	1.58E-04	0	0	0	0
751951	environmental samples	no rank	0	0	32	0.001267175	0	0	0	0
111015	Actinomyces radicidentis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
685340	Pseudoxanthomonas sp. enrichment culture clone ECC4-3	species	1	3.96E-05	1	3.96E-05	0	0	0	0
575414	uncultured Blastomonas sp.	species	19	7.52E-04	19	7.52E-04	0	0	0	0
100233	uncultured Planctomycetaceae bacterium	species	3	1.19E-04	3	1.19E-04	18	7.13E-04	18	7.13E-04
154535	uncultured Synechococcus sp.	species	6	2.38E-04	6	2.38E-04	0	0	0	0
412395	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
995095	Calothrix sp. UAM 352	species	2	7.92E-05	2	7.92E-05	0	0	0	0
749599	Brevundimonas sp. KLE1218	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1157192	Brevibacterium sp. BM-2012-NA5	species	1	3.96E-05	1	3.96E-05	0	0	0	0
712708	Streptococcus sp. oral taxon H55	species	2	7.92E-05	2	7.92E-05	0	0	0	0
259280	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
124089	uncultured gamma proteobacterium kpa93f	species	2	7.92E-05	2	7.92E-05	0	0	0	0
464461	uncultured Parachlamydiaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1054523	Gordonia sp. YIM 69634	species	5	1.98E-04	5	1.98E-04	0	0	0	0
236501	uncultured Methylococcus sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
184023	uncultured soil crust cyanobacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
565225	uncultured Verminephrobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
538999	Clostridiales incertae sedis	no rank	0	0	18	7.13E-04	0	0	7	2.77E-04
580225	Comamonadaceae bacterium OTSz_M_221	species	1	3.96E-05	1	3.96E-05	0	0	0	0
119859	Microchaetaceae	family	0	0	1	3.96E-05	0	0	0	0
930142	Microbacterium sp. A95(2010)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
427925	Dethiobacter	genus	0	0	4	1.58E-04	0	0	0	0
958	Bdellovibrio	genus	0	0	4	1.58E-04	0	0	0	0
169976	uncultured Sphingomonadaceae bacterium	species	18	7.13E-04	18	7.13E-04	0	0	0	0
519953	Brevibacterium sp. CC-SN15-10	species	7	2.77E-04	7	2.77E-04	0	0	0	0
214040	uncultured Chloroflexus sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
61015	Staphylococcus succinus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
135063	Leptotrichia-like sp. oral clone BB002	species	4	1.58E-04	4	1.58E-04	0	0	0	0
167972	uncultured Enterococcus sp.	species	31	0.001227575	31	0.001227575	0	0	0	0
498724	uncultured Derxia sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
117564	Granulicatella sp. M658/99/3	species	1	3.96E-05	1	3.96E-05	0	0	0	0
190304	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1747	Propionibacterium acnes	species	20	7.92E-04	20	7.92E-04	0	0	0	0
380048	uncultured Modestobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
194844	uncultured Acidobacteriaceae bacterium	species	10	3.96E-04	10	3.96E-04	0	0	0	0
1046117	Oceaniovalibus guishaninsula	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1126843	Cedecea sp. RH-17	species	1	3.96E-05	1	3.96E-05	0	0	0	0
522600	uncultured Catellibacterium sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
173972	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
1150	Oscillatoriales	order	0	0	163	0.006454671	2	7.92E-05	6	2.38E-04
654418	Psychrobacter sp. SYMS-2-29-1-1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
84642	Aeromonadaceae	family	0	0	16	6.34E-04	0	0	0	0
1071538	Massilia sp. MCC-S	species	1	3.96E-05	1	3.96E-05	0	0	0	0
156406	uncultured spirochete	species	4	1.58E-04	4	1.58E-04	0	0	0	0
48075	Marinobacterium	genus	0	0	2	7.92E-05	0	0	0	0
170016	uncultured Hymenobacter sp.	species	13	5.15E-04	13	5.15E-04	0	0	0	0
129696	environmental samples	no rank	0	0	62	0.002455151	0	0	0	0
668610	Methylobacterium sp. NBCS20	species	6	2.38E-04	6	2.38E-04	0	0	0	0
134229	environmental samples	no rank	0	0	14	5.54E-04	0	0	0	0
82380	Microbacterium oxydans	species	5	1.98E-04	5	1.98E-04	0	0	0	0
1036325	Staphylococcus sp. CIFRI P-TSB-4	species	0	0	0	0	1	3.96E-05	1	3.96E-05
1337	Streptococcus hyointestinalis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
100468	Lactobacillus perolens	species	1	3.96E-05	1	3.96E-05	0	0	0	0
74829	Pseudomonas balearica	species	1	3.96E-05	1	3.96E-05	0	0	0	0
200783	Aquificae	phylum	0	0	4	1.58E-04	0	0	0	0
657350	Pseudomonas sp. x10(2009)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1207070	Oceaniovalibus	genus	0	0	1	3.96E-05	0	0	0	0
46352	Agrococcus	genus	0	0	6	2.38E-04	0	0	0	0
189778	Nitrospirales	order	0	0	4	1.58E-04	0	0	0	0
259939	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
207829	uncultured Nitrosomonadaceae bacterium	species	51	0.00201956	51	0.00201956	0	0	0	0
259942	uncultured Prochloron sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
134623	Opitutaceae	family	0	0	6	2.38E-04	1	3.96E-05	1	3.96E-05
85000	Sphaerobacteridae	subclass	0	0	22	8.71E-04	0	0	1	3.96E-05
119060	Burkholderiaceae	family	0	0	94	0.003722326	6	2.38E-04	30	0.001187976
208544	uncultured Burkholderiales bacterium	species	40	0.001583968	40	0.001583968	0	0	0	0
126514	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
1198	Phormidium	genus	0	0	8	3.17E-04	0	0	1	3.96E-05
46255	Weissella	genus	0	0	1	3.96E-05	0	0	0	0
204457	Sphingomonadales	order	0	0	179	0.007088258	1	3.96E-05	21	8.32E-04
712625	Streptococcus sp. oral taxon 065	species	2	7.92E-05	2	7.92E-05	0	0	0	0
454938	uncultured Ktedobacteria bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
135616	Piscirickettsiaceae	family	0	0	1	3.96E-05	0	0	0	0
1343	Streptococcus vestibularis	species	8	3.17E-04	8	3.17E-04	0	0	0	0
315537	Pseudomonas sp. EBPR-2	species	1	3.96E-05	1	3.96E-05	0	0	0	0
302592	Pseudomonas sp. '5.5 MW-2'	species	9	3.56E-04	9	3.56E-04	0	0	0	0
519778	eubacterium sp. 17-3	species	2	7.92E-05	2	7.92E-05	0	0	0	0
259945	uncultured Microcoleus sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
32066	Fusobacteria	phylum	0	0	147	0.005821084	73	0.002890742	115	0.004553909
875232	Arthrobacter sp. R-36708	species	1	3.96E-05	1	3.96E-05	0	0	0	0
388447	Ktedonobacteria	class	0	0	5	1.98E-04	0	0	0	0
2742	Marinobacter	genus	0	0	11	4.36E-04	0	0	1	3.96E-05
400091	Hymenobacter xinjiangensis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
511792	uncultured Pleurocapsa sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
28209	Chelatococcus	genus	0	0	9	3.56E-04	0	0	0	0
260759	uncultured Ideonella sp.	species	11	4.36E-04	11	4.36E-04	0	0	0	0
747615	Pseudomonas sp. 37(2010)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
33886	Rathayibacter	genus	0	0	1	3.96E-05	1	3.96E-05	1	3.96E-05
259013	uncultured Carnobacterium sp.	species	2	7.92E-05	2	7.92E-05	4	1.58E-04	4	1.58E-04
1034523	Arthrobacter sp. bB39(2011)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
246143	uncultured Sphingobacteria bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
666506	Phycisphaerales	order	0	0	1	3.96E-05	0	0	0	0
658159	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
345354	Nocardioides sp. MI-59a	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1048982	Zhihengliuella sp. H4(2011)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
204037	Dickeya	genus	0	0	4	1.58E-04	0	0	0	0
934735	Alcanivorax sp. enrichment culture clone M81C96	species	1	3.96E-05	1	3.96E-05	0	0	0	0
872104	Kocuria sp. CR312	species	1	3.96E-05	1	3.96E-05	0	0	0	0
115413	uncultured marine crenarchaeote	species	1	3.96E-05	1	3.96E-05	0	0	0	0
296980	Pseudomonas sp. HHS8	species	1	3.96E-05	1	3.96E-05	0	0	0	0
453415	uncultured Aquificae bacterium	species	3	1.19E-04	3	1.19E-04	0	0	0	0
266808	Thalassobacter	genus	0	0	1	3.96E-05	0	0	0	0
339	Xanthomonas campestris	species	3	1.19E-04	3	1.19E-04	0	0	0	0
110168	uncultured Nitrosomonas SM-50	species	1	3.96E-05	1	3.96E-05	0	0	0	0
759355	uncultured Candidatus Accumulibacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
91347	Enterobacteriales	order	0	0	68	0.002692746	0	0	4	1.58E-04
1170167	Streptococcus sp. L1997	species	534	0.021145977	534	0.021145977	0	0	0	0
110932	Leifsonia	genus	0	0	12	4.75E-04	0	0	0	0
701184	Pseudomonas sp. D50	species	5	1.98E-04	5	1.98E-04	0	0	0	0
283686	Kosakonia radicincitans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
259267	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
332156	Pseudomonas sp. 14R6-101	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1177582	Carnobacterium sp. 'eilaticum 021211'	species	4	1.58E-04	4	1.58E-04	0	0	0	0
310066	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
1151594	Propionibacterium sp. canine oral taxon 321	species	3	1.19E-04	3	1.19E-04	0	0	0	0
103960	unclassified Pseudonocardiaceae	no rank	0	0	2	7.92E-05	0	0	0	0
225453	Yaniella halotolerans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
293334	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
934106	Streptococcus sp. SCA22	species	1	3.96E-05	1	3.96E-05	0	0	0	0
163517	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
1142351	Pseudomonas sp. AaM31b	species	2	7.92E-05	2	7.92E-05	0	0	0	0
745002	OM182 clade	no rank	0	0	1	3.96E-05	0	0	0	0
367516	uncultured Leucobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1172285	Microbacterium sp. MVC14	species	1	3.96E-05	1	3.96E-05	0	0	0	0
180541	Salinisphaera	genus	0	0	7	2.77E-04	0	0	0	0
42054	Chromohalobacter	genus	0	0	1	3.96E-05	0	0	0	0
85023	Microbacteriaceae	family	0	0	82	0.003247135	8	3.17E-04	12	4.75E-04
1257	Peptostreptococcus	genus	0	0	2	7.92E-05	0	0	0	0
204773	Herminiimonas arsenicoxydans	species	2	7.92E-05	2	7.92E-05	2	7.92E-05	2	7.92E-05
114715	uncultured Ralstonia sp.	species	35	0.001385972	35	0.001385972	3	1.19E-04	3	1.19E-04
65047	Mitsuaria	genus	0	0	15	5.94E-04	0	0	0	0
44474	Pleurocapsa	genus	0	0	8	3.17E-04	0	0	0	0
409010	Pseudomonas sp. s7(2006)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
41293	unclassified Acetobacteraceae	no rank	0	0	28	0.001108778	0	0	0	0
354120	uncultured Rhodospirillum sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
227866	Bacillus tequilensis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
257460	uncultured Mycobacteriaceae bacterium	species	17	6.73E-04	17	6.73E-04	0	0	0	0
1017	Capnocytophaga gingivalis	species	7	2.77E-04	7	2.77E-04	5	1.98E-04	5	1.98E-04
246875	Algoriphagus	genus	0	0	1	3.96E-05	0	0	0	0
1195499	Cellulosimicrobium sp. RAG-38	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1254	Pediococcus acidilactici	species	1	3.96E-05	1	3.96E-05	0	0	0	0
160238	uncultured Cytophaga sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1125	Microcystis	genus	0	0	4	1.58E-04	0	0	0	0
89310	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
1008307	Maricurvus nonylphenolicus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
198240	uncultured methanogenic archaeon	species	2	7.92E-05	2	7.92E-05	0	0	0	0
195047	environmental samples	no rank	0	0	4	1.58E-04	0	0	0	0
417120	Pseudomonas sp. ZQM3	species	2	7.92E-05	2	7.92E-05	0	0	0	0
221301	Westiellopsis sp. 985-1	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1694	Bifidobacterium pseudolongum	species	0	0	0	0	1	3.96E-05	1	3.96E-05
582477	environmental samples	no rank	0	0	7	2.77E-04	0	0	0	0
564877	Pseudomonas sp. IST112	species	1	3.96E-05	1	3.96E-05	0	0	0	0
572511	Blautia	genus	0	0	1	3.96E-05	0	0	0	0
183925	Methanobacteria	class	0	0	16	6.34E-04	0	0	0	0
671172	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
186053	uncultured Hydrogenophilus sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
909929	Selenomonadales	order	0	0	475	0.018809624	0	0	17	6.73E-04
413897	environmental samples	no rank	0	0	4	1.58E-04	0	0	0	0
499	Thermomicrobium	genus	0	0	56	0.002217556	0	0	3	1.19E-04
859040	actinobacterium enrichment culture clone BF64A_C5	species	2	7.92E-05	2	7.92E-05	0	0	0	0
36866	unclassified Enterobacteriaceae (miscellaneous)	no rank	0	0	1	3.96E-05	0	0	0	0
1190565	Vagococcus sp. SVI4	species	2	7.92E-05	2	7.92E-05	0	0	0	0
131567	cellular organisms	no rank	0	0	30112	1.192411366	6	2.38E-04	18814	0.745019509
157687	Leptotrichia wadei	species	16	6.34E-04	16	6.34E-04	7	2.77E-04	7	2.77E-04
324854	Bacillus niabensis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
29489	Aeromonas enteropelogenes	species	1	3.96E-05	1	3.96E-05	0	0	0	0
259322	uncultured Chryseobacterium sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
651869	Pedobacter yonginense	species	3	1.19E-04	3	1.19E-04	0	0	0	0
487349	uncultured Tetrasphaera sp.	species	8	3.17E-04	8	3.17E-04	0	0	0	0
162027	Haliangium	genus	0	0	2	7.92E-05	0	0	0	0
1224416	Lactococcus sp. TSB11	species	6	2.38E-04	6	2.38E-04	0	0	0	0
91061	Bacilli	class	0	0	9138	0.361857567	811	0.032114958	4931	0.195263697
459262	uncultured Gemmata sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
881616	Herbiconiux	genus	0	0	1	3.96E-05	0	0	0	0
1172	Anabaena variabilis	species	0	0	8	3.17E-04	0	0	0	0
1219647	Veillonella sp. S4-AA2-6	species	1	3.96E-05	1	3.96E-05	0	0	0	0
397590	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
334107	Conchiformibius	genus	0	0	1	3.96E-05	0	0	0	0
1043601	Gordonia sp. 48	species	5	1.98E-04	5	1.98E-04	0	0	0	0
89312	environmental samples	no rank	0	0	277	0.010968981	0	0	0	0
290602	uncultured Roseiflexus sp.	species	5	1.98E-04	5	1.98E-04	0	0	0	0
131550	Fibrobacteres/Acidobacteria group	superphylum	0	0	294	0.011642167	0	0	16	6.34E-04
165187	uncultured Bifidobacterium sp.	species	33	0.001306774	33	0.001306774	0	0	0	0
883079	Afipia clevelandensis ATCC 49720	no rank	0	0	0	0	1	3.96E-05	1	3.96E-05
255727	Coriobacterineae	suborder	0	0	9	3.56E-04	0	0	4	1.58E-04
150122	Curtobacterium herbarum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1224513	Roseomonas aerophila	species	108	0.004276715	108	0.004276715	0	0	0	0
626076	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
286130	Sulfuricurvum	genus	0	0	1	3.96E-05	0	0	0	0
337815	uncultured Planococcus sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
394505	Salirhabdus	genus	0	0	1	3.96E-05	0	0	0	0
1185792	Lactococcus sp. enrichment culture clone V-S2/V-S3_7	species	6	2.38E-04	6	2.38E-04	0	0	0	0
211449	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
447058	uncultured Enterococcaceae bacterium	species	425	0.016829664	425	0.016829664	0	0	0	0
203683	Planctomycetia	class	0	0	216	0.008553429	12	4.75E-04	78	0.003088738
590879	Pantoea sp. A-Se-D-12-1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
477667	Agrobacterium sp. YT0023	species	5	1.98E-04	5	1.98E-04	0	0	0	0
1224631	Microcystis ramosa VN519	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
